frq I Q
131328 4860.02 5790.31
4104 -3986.01 1277.91
4104 2489.6 3151.73
4104 -4671.32 -562.81
131328 1185.21 725.03
131328 6932.48 3886.69
4104 -1066.03 -1711.6
131328 3714.54 1582.49
4104 -3595.36 1542.76
131328 -1201.76 953.46
4104 -1615.59 -2850.46
4104 -7842.91 -244.99
131328 1430.2 655.51
131328 1728.16 7611.17
4104 -9878.96 8048.17
131328 -963.4 1016.37
131328 2688.24 7717.11
4104 -1883.76 741.58
4104 -4426.33 781.31
131328 4406.46 -1453.37
4104 1003.12 -4446.19
131328 3939.66 6690.81
